og_representation,mapping
रस्त्यालगत,","
लिव्ह अ‍ॅण्ड लायसन्स,","
रद्द,","
लेखाचा,","
विषय,","
असलेले,","
यामधील,","
भाडे,","
पाण्यातील,","
प्रतीदिन,","
उपलब्धतेप्रमाणे,","
पाणी,","
घेण्याचा,","
हक्क,","
अधिकार,","
कारारनामा,","
जमीनीचा,","
लायसेन्स फी,","
डिपॉझीट,","
पोटमाळ्यासह,","
बिल्टअप,","
देणार यांचे ,","
संपुर्ण हिश्याची तुम्हांस खरेदी,","
संपुर्ण,","
हिश्याची,","
तुम्हांस,","
खरेदी,","
क्षेत्रामधील,","
यांचा,","
जमिन मिळकती,","
जमिन,","
या इमारतीमधील,","
या मिळकतीवर बांधण्यात आलेल्या,","
मिळकतीवर,","
बांधण्यात,","
आलेल्या,","
यांसी,","
केलेले,","
तत्त्वावर दिली आहे,","
या मापाची एकून,","
मापाची एकून,","
मापाची,","
एकून,","
बखळ जागेपैकी,","
जागेपैकी,","
येणे,","
दस्तात नमुद केले प्रमाणे,","
बांधलेली,","
येथिल जमीन,","
येणेप्रमाणे,","
या खरेदीखत दस्ताचा विषय,","
खरेदीखत,","
दस्ताचा,","
विषय,","
यामध्ये नमुद,","
नमुद,","
एकूण,","
यामध्ये,","
पैकि,","
यांचे दोन आणे हिस्याचे संपुर्ण,","
आणे,","
हिस्याचे,","
संपुर्ण,","
हिस्सानं,","
शेत जमीन,","
बिगर,","
शेती,","
वर्णन,","
केलेल्या मिळकतीवरील,","
केलेल्या,","
मिळकतीवरील,","
इमारतील,","
सेलेबलसाठी,","
होणारे,","
कार्पेट,","
भिंतीखालील,","
कारपेट,","
टेरेस,","
नियोजित,","
यापैकी लि देणार,","
एकूण,","
सपुर्ण दोन आणे हिस्याचे,","
सपुर्ण,","
याप्रमाणे,","
याचे,","
इमारीमधील,","
बांधलेल्या,","
बिल्ट अप,","
आलेली,","
आपणांपैकी,","
माझे हिश्यास,","
माझे,","
हिश्यास,","
अविभक्त हिस्सा,","
मापाची आर सी सी,","
आर सी सी,","
आकार,","
पैकी,","
यांनी त्यांचा वारसाहक्क,","
त्यांचा,","
परिशिष्ठाप्रमाणे,","
वाटणीपत्राने,","
असलेले,","
चुकीचे वर्णन,","
अशी,","
देतो ती,","
बा.मु.दर प्र.वि.नं,","
बाजुकडील,","
पैस्े,","
बिगरशेती,","
विभागलेला,","
त्यापैकी,","
असुन,","
क्षेत्रामधील,","
एकूण,","
विभागाचे नाव,","
येणा-या,","
ओपन कार पार्किग स्पेस,","
यावर बाधलेल्या,","
बाधलेल्या,","
यंासी,","
यांसी,","
यांच्या स्वतंत्र,","
पैकी,","
च्या नोटीफी केशन नुसार व मा. जिल्हाधिकारी साहेब,","
रस्ता,","
दस्तात नमूद केल्यप्रमाणे,","
स्कुटर,","
बि.शे.,","
ठिकाणी,","
समाविष्ठ,","
यांवर,","
कॉमन पॅसेजचे मिळुन,","
कॉमन,","
पॅसेजचे,","
मिळुन,","
दस्तात नमुद केलयाप्रमाणे,","
ईमारतीतील,","
येथील,","
मेोजे,","
पश्चिमेकडुन,","
चा त्यालाच ,","
उत्तराभिमुखी,","
पोटमाळा पोटमाळयावर संडास व बाथरुम,","
पोटमाळा,","
पोटमाळयावर,","
संडास,","
बाथरुम,","
दुरुस्त वर्णन,","
कारपार्किंग,","
मजल्यवरील,","
आमच्या हिश्याच्या,","
आमच्या,","
खरेदीखताने,","
बरोबर वाचण्यात यावे तसेच सदर करारनामा दस्तामध्ये भरण्याच्या तपशीलामध्ये झालेला बदल ची दुरुस्ती सदर चुक दुरुस्ती दस्ताप्रमाणे वाचण्यात यावी,","
बरोबर,","
वाचण्यात,","
तसेच,","
दस्तामध्ये,","
भरण्याच्या,","
तपशीलामध्ये,","
झालेला,","
बदल,","
ची दुरुस्ती,","
चुक दुरुस्ती,","
दस्ताप्रमाणे,","
वाचण्यात,","
यावी,","
दुरुस्ती,","
मुदत,","
मालकीच्या,","
पैकी,","
बिनशेती,","
सुपर बिल्टअप,","
"जमीनीबाबत मे. सिव्हील जज्ज, सिनीयर डिव्हीजन, इंदापूर यांचे कोर्टामध्ये रे.मु.नं. 117/2005 हा दावा चालु असल्यामुळे सदरचा लिस पेन्डन्सी दस्त असे.",","
जमीनीबाबत,","
सिव्हील जज्ज,","
सिनीयर,","
डिव्हीजन,","
कोर्टामध्ये,","
असल्यामुळे,","
सदरचा लिस पेन्डन्सी दस्त असे,","
सदरचा,","
पेन्डन्सी,","
पश्चिमेकडील,","
यापैकी,","
बांधलेले,","
मिळकतीवर,","
मिळकतीमधील,","
मधिल,","
हं.बा,","
यापैक्ी,","
यापैकी,","
लि.दे,","
लि दे,","
बागायत,","
लि घे ,","
बाजुची,","
लागून,","
पैकी लि,","
सि.,","
आर सि सि,","
आर.सि.सि,","
शेतजमिन,","
आर. सी. सी.,","
आर.सी.सी,","
आरसीसी,","
विकत,","
