og_representation,mapping
लोहगांव2)हडपसर,"Lohagaon , Hadpasar"
लोहगांव 2) शिवाजीनगर (भांबुर्डा),"Lohagaon , Shivajinagar ( Bhamburde )"
लोहगांव2)येरवडा,"Lohagaon , Yervada"
लोहपे,Lohape
लोहारे,Lohare
लोहगांव 2) लोहगांव,Lohegaon
लोहगांव,Lohegaon
&nbsp &nbsp लोहगांव,Lohegaon
लोहगांव 2) लोहगांव 3) वडगांवशिंदे 4) लोहगांव 5) लोहगांव 6) वडगांवशिंदे 7) लोहगांव,"Lohegaon , Wadgaonshinde ,"
लोहगांव 2) घोरपडी 3) घोरपडी 4) खराडी (पुणे महापालिकेमध्ये समाविष्ट),"Lohgaon , Ghorpadi , Kharadi (Included In Pune Municipal Corporation)"
घोरपडी 2) लोहगांव 3) घोरपडी 4) खराडी (पुणे महापालिकेमध्ये समाविष्ट),"Lohgaon , Ghorpadi , Kharadi (Included In Pune Municipal Corporation)"
लोहोप,Lohopa
लोहोपे,Lohope
लोकमान्य नगर (प्रभाव क्षेत्र),Lokamanya Nagar Prabhav Kshetra
लोकशेत,Lokasheta
लौकी,Loki
लौकी2)लौकी,Loki
लौकी2)भागडी,"Loki , Bhagdi"
लोळाणे,Lolane
लोनाड,Lonad
लोनाडबापगाव,Lonadabapagaon
लोणघर,lonaghar
लोणकोठा,lonakotha
लोणारे,Lonare
लोणारी चिवेली बंदर,Lonari Chiveli Bandar
लोणारवाडी,Lonarwadi
लोणारवाडी2)लोणारवाडी,Lonarwadi
लोणारवाडी2)खडकी,"Lonarwadi , Khadki"
लोणशी,Lonashi
लोणावळा,Lonavala
लोणेरे,Lonere
लोंघे,Longhe
लोणी,Loni
लोणी (दे),Loni
लोणी2)न्हावी,"Loni , Nhavi"
लोणी2)वरकुटे बुद्रुक,"Loni , Varkute Budruk"
लोणी भापकर,Loni Bhapkar
लोणी भापकर2)लोणी भापकर,Loni Bhapkar
लोणी भापकर2)लोणी भापकर3)लोणी भापकर4)लोणी भापकर5)लोणी भापकर,Loni Bhapkar
लोणी भापकर2)अंजनगांव,"Loni Bhapkar , Anjangaon"
लोणी भापकर2)माळवाडी,"Loni Bhapkar , Malwadi"
लोणी भापकर2)मासाळवाडी,"Loni Bhapkar , Masalwadi"
लोणी भापकर2)मुढाऴे3)मुढाऴे4)लोणी भापकर,"Loni Bhapkar , Mudhale"
लोणी भापकर2)सायंबाची वाडी,"Loni Bhapkar , Saybachi"
लोणी देवकर,Loni Devkar
लोणीकाळभोर,Loni Kalbhor
&nbsp &nbsp लोणीकाळभोर,Loni Kalbhor
लोणीकाळभोर 2) लोणीकाळभोर,Loni Kalbhor
लोणीभापकर,Lonibhapkar
लोणीकाळभोर2)लोणीकाळभोर,Lonikalbhor
लोणीकाळभोर2)लोणीकाळभोर3)लोणीकाळभोर,Lonikalbhor
लोणीकाळभोर2)केसनंद3)मांजरी बुद्रुक,"Lonikalbhor , Kesnand, Manjri Budruk"
लोणीकंद,Lonikand
&nbsp &nbsp लोणीकंद,Lonikand
लोणीकंद2)लोणीकंद3)लोणीकंद,Lonikand
लोणीकंद2)लोणीकंद3)लोणीकंद4)लोणीकंद,Lonikand
लोणीकंद2)बकोरी,"Lonikand , Bakori"
लोणीकंद2)फुलगांव3)लोणीकंद,"Lonikand , Phulgaon"
लोणीपाडा,Lonipada
लोणिवली,lonivali
लोणीवली,Lonivali
लोणवडी,Lonvadi
लोटे,Lote
लोटेवाडी,Lotewadi
लोवरे,Lovare
लो्अर परेल,Lower Parel
लकीकट्टे,Luckikatte
लुमेवाडी,Lumewadi
लुमेवाडी2)लुमेवाडी,Lumewadi
लुमेवाडी2)गोेंदी,"Lumewadi , Gondi"
माण,Maan
माण2)माण,Maan
माण2)माण3)माण,Maan
माण2)माण3)माण4)माण,Maan
माण2)माण3)माण4)माण5)माण6)माण7)माण8)माण9)माण10)माण1माण,Maan
माण2)माण3)माण4)माण5)माण6)माण7)माण8)माण9)माण10)माण1माण12)माण,Maan
माची प्रबळ,machi Prabal
माचीप्रबळ,Machiprabala
माडभुवन,madabhuvan
माडाचापाडा,madacapada
मादळे,Madale
मदाली,Madali
मदनवाडी,Madanwadi
मदनवाडी2)मदनवाडी,Madanwadi
मदनवाडी2)मदनवाडी3)मदनवाडी,Madanwadi
मदनवाडी2)मदनवाडी3)मदनवाडी4)मदनवाडी5)मदनवाडी,Madanwadi
मदनवाडी2)पिंपळे,"Madanwadi , Pimple"
माडप,Madap
मादगुडेवाडी,Madgudewadi
मादगुडेवाडी2)मादगुडेवाडी,Madgudewadi
मादगुडेवाडी2)मादगुडेवाडी3)मादगुडेवाडी,Madgudewadi
मढ,Madh
मढ2)मढ3)मढ,Madh
मढ2)मढ3)मढ4)मढ5)मढ6)मढ7)मढ8)मढ9)मढ,Madh
मढ,Madh
मढाळ,madhal
मढाळी,Madhali
मढाली बुद्रुक,Madhali Budruk
मढाली बुद्रूक,madhali budruk
मढाली खुर्द,Madhali Khurd
मढेगांव,madhegao
मढेगाव,Madhegaon
मधूकरनगर,Madhukarnagar
मडीलगे,Madildage
मडिलगे बुद्रुक,Madilige Budruk
मडिलगे खुर्द,Madilige Khurd
मडुर,Madur
माडवळे,Madvale
मांडवे तर्फे बामणगांव,Madve Tarf bamanagao
मगरवाडी,Magarwadi
मगरवाडी2)मगरवाडी,Magarwadi
मगरवाडी2)मगरवाडी3)मगरवाडी,Magarwadi
मगरवाडी2)मगरवाडी3)मगरवाडी4)मगरवाडी,Magarwadi
मगरवाडी2)मगरवाडी3)मगरवाडी4)मगरवाडी5)मगरवाडी6)मगरवाडी,Magarwadi
मगरवाडी2)चौधरवाडी,"Magarwadi , Choudhar Wadi"
मगरवाडी2)सोरटेवाडी,"Magarwadi , Sortewadi"
मगरवाडी2)वाकी,"Magarwadi , Vaki"
मांगाठणे,Magathane
मंंंागाठणे,Magathane
मागाठाणे,Magathane
माद्याळ,Maghal
माद्याळ कसबा नुल,Maghal Kasba Nul
महड,Mahad
महाड,Mahad
महाडिकवाडी,Mahadikwadi
महादपोली,Mahadpoli
महागाव,Mahagaon
महागांव,Mahagaon
महागाव (सूर्या प्रकल्प),Mahagaon Surya Prakalp
महागोंडवाडी,Mahagondwadi
महाज,Mahaj
महाजने,Mahajane
महाजनवाडी,Mahajanwadi
महालगुर,Mahalagur
महालमिऱ्या डोंगर,Mahalamirya Dongar
महालोर,Mahalor
महाळुंगे,Mahalunge
&nbsp &nbsp महाळुंगे,Mahalunge
महालुंगे,mahalunge
महाळुंगे,Mahalunge
महाळूंगे,mahalunge
महाळुंगे बुद्रुक,Mahalunge Budruk
महाळुंगे खुर्द,Mahalunge Khurd
महालुंगी,mahalungi
महाळुंगी,Mahalungi
महमद खनिखार,Mahamad Khanikhar
महमदखानिखार,Mahamad Khanikhar
माहमय नगर,mahamaya Nagar
महान,Mahan
महाप,Mahap
महापे,Mahape
महापोली,Mahapoli
महारगूळ,Maharagula
महारवाडी,Maharwadi
महे,Mahe
महिपाळगड,Mahilpalgad
माहिम,Mahim
माहीम,Mahim
माहिम (प्रभाव क्षेत्र),Mahim Prabhav Kshetra
माहो बु्द्रुक,Maho Budruk
महोदर,Mahodar
महुडे बुद्रुक,Mahude Budruk
महुडे बुद्रुक2)महुडे बुद्रुक3)महुडे बुद्रुक4)महुडे बुद्रुक,Mahude Budruk
महुडे बुद्रुक2)महुडे बुद्रुक3)महुडे बुद्रुक4)महुडे बुद्रुक5)महुडे बुद्रुक6)महुडे बुद्रुक7)महुडे बुद्रुक8)महुडे बुद्रुक9)महुडे बुद्रुक10)महुडे बुद्रुक,Mahude Budruk
महुडे खुर्द,Mahude Khurd
माहूल,Mahula
माहुली,Mahuli
माहूर,Mahur
माहूर2)माहूर,Mahur
माहूर2)माहूर3)माहूर,Mahur
माहूर2)माहूर3)माहूर4)माहूर5)माहूर,Mahur
माहूर2)माहूर3)माहूर4)माहूर5)माहूर6)माहूर,Mahur
माहूर2)परिंचे,"Mahur , Parinche"
महुरे,Mahure
मैंदे,Mainde
मजगांव,Majagaon
माजगाव,Majagaon
माजगांव,Majagaon
मजले,Majale
मजरे जांभुळपाडा,Majare Jambhulapada
मजरे जांंंभुळपाडा,Majare Jambhulapada
मजरे कासारवाडा,Majare Kasarwada
मजरे कौंढर,majare kaundhara
मजरे कार्वे,Majare Kavre
मजरेगोवळ,majaregoval
मजरेकाशी,majarekasi
मजरेवाडी,Majarewadi
मजास,Majas
माजगांव पैकी माळवाडी,Majgao Paiki Malwadi
माजगांव,Majgaon
मांजगांव,Majgaon
माजगांव2)माजगांव,Majgaon
माजगांव2)माजगांव3)माजगांव,Majgaon
मजगाव,Majgaon
माजगांव पैकी शिंदेवाडी,Majgaon Paiki Shindewadi
माझेरी,Majheri
माझेरी2)माझेरी,Majheri
माझेरी2)माझेरी3)माझेरी,Majheri
माझेरी2)माझेरी3)माझेरी4)माझेरी5)माझेरी,Majheri
माझेरी2)माझेरी3)माझेरी4)माझेरी5)माझेरी6)माझेरी7)माझेरी8)माझेरी9)माझेरी10)माझेरी1माझेरी12)माझेरी13)माझेरी14)माझेरी15)माझेरी16)माझेरी,Majheri
माझेरी,Majheri
माझेरी2)पऱ्हर खुर्द3)माझेरी4)माझेरी5)माझेरी6)पऱ्हर खुर्द7)माझेरी8)माझेरी,"Majheri , Parhar Khurd"
माझेरी2)पऱ्हर खुर्द3)माझेरी4)माझेरी5)माझेरी6)माझेरी7)माझेरी8)पऱ्हर खुर्द,"Majheri , Parhar Khurd"
माझगाव,Majhgaon
माजिवडे,Majivade
माजीवडे,Majivade
माजिवली,Majivali
माजनाळ,Majnal
मजरे शिरगांव,Majre Shirgao
माकणे,Makane
माकणे-कपासे (कर्दळ),Makane Kapase Kardal
माकटी,Makati
माकुणसार,makunasar
माकूणसार,Makunasar
माळ,Mal
मलबार,Malabar
मालबिडी,malabidi
मालबिली,Malabili
मळद,Malad
मळद2)मळद,Malad
मळद2)मळद3)मळद,Malad
मालद,MALAD
मालाड,Malad
मालाद,Malad
मळद2)बारामती शहर,"Malad , Baramati City"
मळद2)बारामती ग्रामिण3)तांदुळवाडी,"Malad , Baramati Rural , Tandulwadi"
मळद2)मळद3)मेडद,"Malad , Medad"
मळद पाटस,Malad Patas
मळद पाटस2)मळद पाटस3)मळद पाटस,Malad Patas
मळद पाटस2)मळद पाटस3)मळद पाटस4)मळद पाटस5)मळद पाटस,Malad Patas
मळद पाटस2)मळद पाटस3)मळद पाटस4)मळद पाटस5)मळद पाटस6)मळद पाटस7)मळद पाटस,Malad Patas
मळद2)जळोची,"Malad Patas , Jalochi"
मळद2)निरावागज,"Malad Patas , Niravagaj"
मळद पाटस2)यवत,"Malad Patas , Yavat"
मळद पाटस2)यवत स्टेशन,"Malad Patas , Yavat Station"
मालाडे,Malade
मालदोली,maladoli
मळगे बुद्रुक,Malage Budruk
मळगे खुर्द,Malage Khurd
मालघर,malaghar
माळघर,Malaghar
मलईकोंड,malaikond
मलईकोंडवनी,Malaikondvani
मालजीपाडा,Malajipada
मलकापूर,Malakapur
मळण,Malan
माळापुडे,Malapude
मालसई,malasai
माळसई,Malasai
मालाठे,Malathe
मलतवाडी,Malatwadi
मलवाडा,Malavada
मालवणी,Malavani
मळवीवाडी,Malaviwadi
मलदेवाडी,Maldewadi
मालडुंगे,Maldunge
मळे,Male
मळे2)मळे3)मळे,Male
मळे2)मळे3)मळे4)मळे,Male
माले,Male
माले2)माले,Male
माले,Male
माळे,Male
मालेगांव,Malegaon
माळेगांव,Malegaon
माळेगांव2)माळेगांव,Malegaon
माळेगांव2)माळेगांव3)माळेगांव,Malegaon
माळेगांव2)माळेगांव3)माळेगांव4)माळेगांव5)माळेगांव6)माळेगांव,Malegaon
माळेगांव2)माळेगांव3)माळेगांव4)माळेगांव5)माळेगांव6)माळेगांव7)माळेगांव8)माळेगांव,Malegaon
मळेगाव,Malegaon
मालेगाव,Malegaon
माळेगांव2)सांगवी खुर्द3)निधान,"Malegaon , Sangvi Khurd , Nidhan"
मालेगांव बुद्रुक,Malegaon Budruk
माळेगांव बुद्रुक,Malegaon Budruk
माळेगांव बुद्रुक2)माळेगांव बुद्रुक,Malegaon Budruk
माळेगांव बुद्रुक2)माळेगांव बुद्रुक3)माळेगांव बुद्रुक,Malegaon Budruk
माळेगांव बुद्रुक2)बारामती ग्रामिण,"Malegaon Budruk , Baramati Rural"
माळेगांव बुद्रुक2)जळोची,"Malegaon Budruk , Jalochi"
माळेगांव बुद्रुक2)जळोवी3)वंजारवाडी,"Malegaon Budruk , Jalochi , Vanjarwadi"
माळेगांव बुद्रुक2)कांबळेश्वर,"Malegaon Budruk , Kambaleshwar"
माळेगांव बुद्रुक2)कऱ्हावागज,"Malegaon Budruk , Karhavgaj"
माळेगांव बुद्रुक2)पणदरे3)सावळ,"Malegaon Budruk , Pandare , Saval"
माळेगांव बुद्रुक2)पावणेवस्ती,"Malegaon Budruk , Pavnevasti"
माळेगांव बुद्रुक2)शिरवली3)पावणेवस्ती,"Malegaon Budruk , Shirvali , Pavnevasti"
माळेगांव बुद्रुक2)वंजारवाडी,"Malegaon Budruk , Vanjarwadi"
माळेगांव बुद्रुक2)येळेवस्ती3)येळेवस्ती,"Malegaon Budruk , Yelevasti"
मालेगांव खुर्द,Malegaon Khurd
माळेगांव खुर्द,Malegaon Khurd
माळेगांव खुर्द2)माळेगांव खुर्द,Malegaon Khurd
माळेगांव खुर्द2)माळेगांव बुद्रुक3)माळेगांव बुद्रुक,"Malegaon Khurd , Malegaon Budruk"
माळेगांव खुर्द2)सावंतवाडी3)ढाकाळे4)गोजबावी5)गाडीखेल,"Malegaon Khurd , Savantwadi , Dhakale , Gojbavi , Gadikhel"
माळेगांव खुर्द2)येळेवस्ती,"Malegaon Khurd , Yelevasti"
मालेगांव त. कोतल खलाटी,Malegaon T. kotala khalati
मालेगाव तर्फे कोथळखलाटी,Malegaon Tarf Kothalakhalati
मालेगाव तर्फे वरेडी,Malegaon Tarf Varedi
मळेघर,Maleghar
मालेवाडी,Malewadi
मलगड,Malgad
मालगांव,Malgaon
मलगेवाडी,Malgewadi
मल्हारपेठ,Malharpeth
माल्हेड,Malhed
मलिग्रे,Maligre
मळीकोंड वणी,Malikond Vani
माळीण,Malin
मलिनगर,Malinagar
&nbsp &nbsp माळीनगर,Malinagar
माळीनगर,Malinagar
माळखेड,Malkhed
&nbsp &nbsp माळखेड,Malkhed
मल्लेवाडी,Mallewadi
मालांंेडा,Malonda
मालोंडा,Malonda
मालोंडे,Malonde
माळशिकारे वाडी,Malshikare Wadi
माळशिकारे वाडी2)माळशिकारे वाडी,Malshikare Wadi
माळशिकारे वाडी2)बजरंगवाडी3)बजरंगवाडी4)बजरंगवाडी5)बजरंगवाडी,"Malshikare Wadi , Bajrangwadi"
माळशिकारेवाडी,Malshikarewadi
माळशिरस,Malshiras
माळशिरस2)माळशिरस,Malshiras
माळशिरस2)माळशिरस3)माळशिरस,Malshiras
माळशिरस2)माळशिरस3)माळशिरस4)माळशिरस,Malshiras
माळशिरस2)माळशिरस3)माळशिरस4)माळशिरस5)माळशिरस6)माळशिरस7)माळशिरस8)माळशिरस9)माळशिरस10)माळशिरस,Malshiras
माळशिरस2)दौंडज,"Malshiras , Dondaj"
माळशिरस2)पिसर्वे,"Malshiras , Piserve"
मलठण,Malthan
मलठण2)मलठण,Malthan
मलठण2)मलठण3)मलठण,Malthan
मलठण2)मलठण3)मलठण4)मलठण,Malthan
मलठण2)मलठण3)मलठण4)मलठण5)मलठण6)मलठण7)मलठण,Malthan
मलठण2)आमदाबाद,"Malthan , Amdabad"
मलठण2)चिंचोली3)शास्ताबाद4)कान्हुर मेसाई,"Malthan , Chincholi , Shastabad , Kanhur Mesai"
मलठण2)लाखेवाडी,"Malthan , Lakhewadi"
मलठण2)लोणारवाडी,"Malthan , Lonarwadi"
मलठण2)निमगांव दुडे,"Malthan , Nimgaon Dude"
मलठण2)रावडेवाडी,"Malthan , Ravdewadi"
मलठण2)शास्ताबाद3)कान्हुर मेसाई,"Malthan , Shastabad , Kanhur Mesai"
मालुक,Maluk
मालुस्ते,Maluste
मालवडे,Malvade
मळवली,Malvali
मळवली ना. मा.,Malvali
मळवली प. मा.,Malvali
मालवली,Malvali
मळवंडी प. मा.,Malvandi
मळवंडी ढोरे,Malvandi Dhore
मळवंडी ठुले,Malvandi Thule
माळवणे,Malvane
मालवे,Malve
माळवी,Malwa
माळवाडी,Malwadi
माळवाडी2)माळवाडी,Malwadi
माळवाडी2)माळवाडी3)माळवाडी,Malwadi
माळवाडी2)माळवाडी3)माळवाडी4)माळवाडी,Malwadi
माळवाडी2)माळवाडी3)माळवाडी4)माळवाडी5)माळवाडी,Malwadi
माळवाडी2)माळवाडी3)माळवाडी4)माळवाडी5)माळवाडी6)माळवाडी7)माळवाडी8)माळवाडी9)माळवाडी,Malwadi
माळवाडी2)गलांडवाडी-1,"Malwadi , Galandwadi"
माळवाडी2)इंदापुर ग्रामिण,"Malwadi , Indapur Rural"
माळवाडी2)जळगांव क.प.,"Malwadi , Jalgaon"
माळवाडी2)नरंगवाडी,"Malwadi , Narangwadi"
माळवाडी2)नेतवड,"Malwadi , Nwtwad"
माळवाडी2)पिंपरी खुर्द,"Malwadi , Pimpri Khurd"
माळवाडी2)शहा,"Malwadi , Saha"
माळवाडी2)तळेगांव ढमढेरे,"Malwadi , Talegaon"
माळवाडी2)वडनेर खुर्द,"Malwadi , Vadner Khurd"
माळवाडी2)वडनेर खुर्द3)साबळेवाडी,"Malwadi , Vadner Khurd , Sablewadi"
माळवाडी (लाटे),Malwadi ( Late )
माळवाडी (पळसदेव),Malwadi ( Palasdev )
माळवाडी (पळसदेव)2)माळवाडी (पळसदेव),Malwadi ( Palasdev )
माळवाडी (पळसदेव)2)माळवाडी (पळसदेव)3)माळवाडी (पळसदेव),Malwadi ( Palasdev )
माळवाडी (तळेगांव दाभाडे),Malwadi ( Talegaon Dhabhade )
माळवाडी (लाटे),Malwadi (Late)
माळेवाडी (पळसदेव),Malwadi (Palasdev)
मल्याण,Malyan
ममदापूर,Mamadapur
ममदापुर,mamadapur
मामणोली,Mamanoli
मामनोली,Mamanoli
मांगवली,Mamgaonli
मांघरुण,Mamgharuna
मांजरवणे,Mamjaravane
मांजुर्ली,Mamjurli
Village Name Mamuradi,Mamurdi
&nbsp &nbsp मामुरडी,Mamurdi
मामुरडी,Mamurdi
मामुरडी2)थेरगांव3)चोवीसवाडी,"Mamurdi , Thergaon , Choviswadi"
मामवली,Mamvali
मान,Man
मान (सूर्या प्रकल्प),Man Surya Prakalp
मान (सूर्या प्रकल्प)वारांगडे (सूर्या प्रकल्प),Man Surya Prakalp Varangade Surya Prakalp
मान तर्फे झिराड,Man Tarf Jhirad
माण,Mana
मानबुद्रुक,Manabudruk
मणदुर,Manadur
माणगांव बुद्रुक,managanva Budruk
माणगांव तर्फे वरेडी,Managao Tarf varedi
माणगांव,Managaon
माणगाव बुद्रुक,Managaon Budruk
माणगांंव बुद्रुक,Managaon Budruk
माणगाव तर्फे वरेडी,Managaon Tarf Varedi
माणगाव तर्फे वासरे,Managaon Tarf Vasare
माणगार,Managar
मानघर,Managhar
मानखुर्द,Manakhurd
माणकिवली,Manakivali
माणकीवली,Manakivali
मानकिवली,manakivali
मानकोळs,Manakolas
माणकोली,manakoli
मानकोली,Manakoli
मानकोळी,Manakoli
मानकुळे,manakule
मनमोहाडी,manamohadi
माणपाडा,Manapada
मानपाडा,Manapada
मानप्पाची वस्ती (पणदरेखालील)2)मानप्पाची वस्ती (पणदरेखालील),Manappachi Vasti ( Pandare Khalil )
मानप्पाची वस्ती (पणदरेखालील),Manappachi Vasti ( Pandarekahlil )
मानप्पाची वस्ती (पणदरेखालील)2)कांबळेश्वर,"Manappachi Vasti ( Pandarekahlil ) , Kambaleshwar"
मानप्पाची वस्ती (पणदरेखालील)2)धुमाळवाडी (पणदरेखालील),"Manappachi Vasti ( Pandarekhalil ) , Dhumalwadi"
मानप्पाची वस्ती (पणदरेखालील)2)कुरणेवाडी (पणदरेखालील),"Manappachi Vasti ( Pandarekhalil ) , Kurnewadi"
मानाप्पावाडी,Manappawadi
मानवळे,Manavle
मानबेट,Manbet
मंचर,Manchar
मंचर2)मंचर,Manchar
मंचर2)मंचर3)मंचर,Manchar
मंचर2)मेंगडेवाडी,"Manchar , Mengdewadi"
मंचर2)मोरडेवाडी,"Manchar , Mordewadi"
मंचर2)निघोटवाडी,"Manchar , Nighotwadi"
मंचर2)पारगांव तर्फे खेड,"Manchar , Pargaon By Khed"
मंचर2)पिळगांव तर्फे म्हाळुंगे,"Manchar , Pilgaon By Mhalunge"
मंचर2)साकोरे,"Manchar , Sakore"
मंचर2)शिंगवे,"Manchar , Shingave"
मंचर2)मंचर3)मंचर4)मंचर5)मंचर6)तांबडेमळा7)मंचर8)मंचर9)मंचर10)एकलहरे,"Manchar , Tambdemala , Kalhare"
मंचर2)वायळमळा,"Manchar , Vayalmala"
मांडा,Manda
मांदाड,Mandad
मांडकी,mandaki
मांडला,Mandala
मंडाळे,Mandale
मांडले,Mandale
मांडप,Mandap
मंडपेश्वर,Mandapeshwar
ममदापूर,Mandapur
मांडरे,Mandare
मांदरणे,Mandarne
मांदरणे2)मांदरणे,Mandarne
मांदरणे2)मांदरणे3)मांदरणे,Mandarne
मांदरणे2)मांदरणे3)मांदरणे4)मांदरणे,Mandarne
मांदारणे,Mandarne
मांदरणे2)ओतूर3)ओतूर4)ओतूर5)मांदरणे,"Mandarne , Otur"
मांदाटणे,Mandatane
मांदाठणे,Mandathane
मांडवा,Mandava
मांडवा तर्फे झिराड,Mandava Tarf Jhirad
मांडवकरवाडी,mandavakaravadi
मांडवखार,Mandavakhar
मांडवखरी,mandavakhari
मांडवणे,Mandavane
मांडवत,Mandavat
मांडवे तर्फे बामणगाव,Mandave Tarf Bamanagaon
मांडवगण फराटा,Mandavgan Farata
मांडवगण फराटा2)मांडवगण फराटा,Mandavgan Farata
मांडवगण फराटा2)मांडवगण फराटा3)मांडवगण फराटा,Mandavgan Farata
मांडवगण फराटा2)मांडवगण फराटा3)मांडवगण फराटा4)मांडवगण फराटा,Mandavgan Farata
मांडवगण फराटा2)मांडवगण फराटा3)मांडवगण फराटा4)मांडवगण फराटा5)मांडवगण फराटा,Mandavgan Farata
मांडवगण फराटा2)मांडवगण फराटा3)मांडवगण फराटा4)मांडवगण फराटा5)मांडवगण फराटा6)मांडवगण फराटा,Mandavgan Farata
मांडवगण फराटा2)मांडवगण फराटा3)मांडवगण फराटा4)मांडवगण फराटा5)मांडवगण फराटा6)मांडवगण फराटा7)मांडवगण फराटा8)मांडवगण फराटा9)मांडवगण फराटा,Mandavgan Farata
मांडवगण फराटा2)फराटवाडी,"Mandavgan Farata , Faratwadi"
मांडवगण फराटा2)इनामगांव,"Mandavgan Farata , Inamgaon"
मांडवगण फराटा2)निर्वी,"Mandavgan Farata , Nirvi"
मांडवगण फराटा2)मांडवगण फराटा3)शिरसगांव काटा,"Mandavgan Farata , Shirasgaon Kata"
मांडवी,Mandavi
मांडे,Mande
मांंडे,Mande
मांदेडे,Manded
मांडेदुर्ग,Mandedurg
मांढर,Mandhar
मांढर2)मांढर,Mandhar
मांढर2)मांढर3)मांढर,Mandhar
मांढर2)मांढर3)मांढर4)मांढर,Mandhar
मांढर2)मांढर3)मांढर4)मांढर5)मांढर6)मांढर7)मांढर8)मांढर9)मांढर,Mandhar
मांडवी बुद्रुक2)मांडवी बुद्रुक3)मांडवी बुद्रुक4)मांडवी बुद्रुक5)मांडवी बुद्रुक6)मांडवी बुद्रुक7)मांडवी बुद्रुक8)मांडवी बुद्रुक9)मांडवी बुद्रुक10)मांडवी बुद्रुक1मांडवी बुद्रुक12)मांडवी बुद्रुक13)मांडवी बुद्रुक,Mandi Budruk
मांदिवली,mandivali
मांडकी,Mandki
मांडकी2)मांडकी,Mandki
मांडकी2)मांडकी3)मांडकी,Mandki
मांडकी2)मांडकी3)मांडकी4)मांडकी,Mandki
मांडकी2)मांडकी3)मांडकी4)मांडकी5)मांडकी,Mandki
मांडकी2)मांडकी3)मांडकी4)पिसुर्टी5)पिसुर्टी,"Mandki , Pisurti"
मांदळेवाडी,Mandlewadi
मांदळेवाडी2)पोंदंेवाडी,"Mandlewadi , Podamewadi"
मंदोशी,Mandoshi
मंदोशी2)मंदोशी,Mandoshi
मंदोशी2)मंदोशी3)मंदोशी4)मंदोशी5)मंदोशी6)मंदोशी,Mandoshi
मांडुकली,Mandukli
मंडुस,Mandus
मांदुस,mandus
मांडवे,Mandve
मांडवे,Mandve
&nbsp &nbsp मांडवी बुद्रुक,Mandvi Budruk
मांडवी खुर्द2)मांडवी खुर्द,Mandvi Khurd
मांडवी बुद्रुक,Mandvibudruk
मांडवी खुर्द,Mandvikhurd
&nbsp &nbsp मांडवी खुर्द,Mandvikhurd
मानेखिंड,Manekhind
मानेरे,Manere
मणेरी,Maneri
मण्ेरी,Maneri
&nbsp &nbsp मनेरवाडी,Manerwadi
मनेरवाडी,Manerwadi
मनेरवाडी2)मनेरवाडी,Manerwadi
मानेवाडी,Manewadi
मानफ़ोड पाडा,Manfod Pada
&nbsp &nbsp मंगळवार पेठ,Mangalwar Peth
मंगळवार पेठ,Mangalwar Peth
मंगळवार पेठ2)मंगळवार पेठ3)मंगळवार पेठ,Mangalwar Peth
मंगळवार पेठ2)कोंढवा खुर्द,"Mangalwar Peth , Kondhava Khurd"
मांगनूर,Manganur
मांगनूर तर्फ सावतवाडी,Manganur Tarf Savitwadi
माणगांव,Mangaon
माणगाव,Mangaon
मानगाव,Mangaon
माणगाव खुर्द,Mangaon Khurd
मांगरुल,Mangarul
मांगरुळ,Mangarul
मांगरूळ,mangarul
माणगांववाडी,Mangavwadi
मांगदरी,Mangdari
मांगदरी2)मांगदरी,Mangdari
मांगदरी2)मांगदरी3)मांगदरी,Mangdari
मांगडेवाडी,Mangdewadi
&nbsp &nbsp मांगडेवाडी,Mangdewadi
मांगडेवाडी2)भिलारेवाडी,"Mangdewadi , Bhilarewadi"
मांगडेवाडी2)कात्रज,"Mangdewadi , Katraj"
मांगडेवाडी2)मांगडेवाडी3)कात्रज,"Mangdewadi , Katraj"
मांगडेवाडी2)कोंढवा बुद्रुक,"Mangdewadi , Kondhwa Khurd"
मांगेवाडी,Mangewadi
मांघरूण,mangharun
आंबे तर्फे तळोजे,Mangoes by Taloja
मांगोली,Mangoli
मंगरुळ,Mangrul
मंगरुळ2)मंगरुळ,Mangrul
मंगरूळ,Mangrul
मंगरुळ2)आंबळे,"Mangrul , Amble"
मंगरुळ2)आंबळे3)शिरे,"Mangrul , Amble , Shire"
मंगरुळ2)कातवी,"Mangrul , Katvi"
मंगरुळ2)शिरे3)आंबळे,"Mangrul , Shire , Amble"
मानी,Mani
माणी,mani
माणिकडोह,Manikadoh
माणिकडोह2)माणिकडोह,Manikadoh
माणिकनगर,manikanagar
माणिकपूर,Manikapur
मणिपूर,Manipur
मानिवली,Manivali
मानीवली,Manivali
मानिवली (शि),Manivali (e)
मानिवली (बुद्रुक),Manivali Budruk
मानिवली बु.,Manivali Budruk
मानिवली (घो),Manivali Gho
मानिवली घो,manivali Gho
मानिवली (खो),Manivali Kho
मानिवली (खुर्द),Manivali Khurd
मानिवली (खुर्द)मानिवली (खुर्द),Manivali Khurd
मानिवली खु.,Manivali Khurd
मानिवली (शिं),Manivali Shin
मांजरे,Manjare
मांजरे,Manjare
Village Name Manjari Budruk,Manjaribudruk
मांजरी बुद्रुक 2) मांजरी बुद्रुक,Manjaribudruk
मांजरी बुद्रुक,Manjaribudruk
&nbsp &nbsp मांजरी बुद्रुक,Manjaribudruk
मांजरी खुर्द,Manjarikhurd
