word,translation,confusion,frequency,example
किलौनी,Kilauni,,9,"आगई, किलौनी"
किले,Kile,,1,बालूगंज (करिअप्पा रोड लाल किले से माल रोड तक)
कीलमठ,Kilmath,,1,कीलमठ
कीलपुरा,Kilpura,,1,कीलपुरा
किनारा,Kinara,,2,"मुहल्ला बाग,तालाब किनारा की आबादी"
किनारई,Kinaraee,y,4,किनारई बांगर
किनारे,Kinare,,2,जी0टी0 रोड के किनारे से शालीमार रोड तक प्रीति नसिंग होम से कमल सिंह के मकान तक कमला नगर एन0एच02 छोडकर
किनारी,Kinari,,2,किनारी बाजार
किंग्स,Kings,,2,गणपति किंग्स काउन्टी
किरन,Kiran,,1,ऊ षा किरन प्लाजा
किरारई,Kiraree,y,1,किरारई
किरावली,Kiravali,,16,"डडूकरा, रसूलपुर किरावली"
कीर्ति,Kirti,,4,कीर्ति नगर
कीर्तिरामनगर,Kirtiram nagar,,1,कीर्तिरामनगर
कीर्तनियां,Kirtniya,,1,कीर्तनियां गली
किशन,Kishan,,7,"कारव 3/4, किशनपुर"
किशनगढ़,Kishangadh,,1,नगला किशनगढ़
किशनलाल,Kishanlal,,1,नगला किशनलाल
किशनपुर,Kishanpur,,7,"कारव 3/4, किशनपुर"
किशना,Kishna,,3,"चांचौंद, गुंगावद, नगला किशना"
किशोरी,Kishori,,2,किशोरीकुन्ज
किशोरीकुन्ज,Kishorikunj,,1,किशोरीकुन्ज
किशोरपुरा,Kishorpura,,8,किशोरपुरा
किस्टल,Kistal,y,1,त्रिपेणी किस्टल अपार्टमेंट
कीठम,Kitham,,8,कीठम
क्कड,Kkad,,1,फ क्कड की गली
को,Ko,,1,अकोला
कोह,Koh,,1,कोह
कोलहू,Kolahu,,1,मौ0 कोलहू वाला पोखर
कोलाना,Kolana,,2,कोलाना खादर
कोल्हू,Kolhu,,1,नगला कोल्हू
कोली,Koli,,1,"किलौनी, वनारसीपुर, हथकोली"
कोलीपाडा,kolipada,,1,कोलीपाडा
काेमलधाम,Komaldham,,1,काेमलधाम कालौनी
कोमलधाम,Komaldham,,1,कोमलधाम क ालौनी (गो0 गौरवा)
कोनई,Konaee,y,1,कोनई मार्ग
कोणार्क,Konark,,1,कोणार्क कृष्‍णा ग्रीन कालौनी
कोंडरी,Kondari,,1,कोंडरी
कोंसी,Konsi,y,2,आई आई डी सी कोंसी कोटवन
कोंसीकलां,Konsikala,y,1,शेष कोंसीकलां नगर पालिका बहार
कोरथ,Korath,,1,कोरथ
कोरियान,Koriyan,,2,कोरियान
कोषदा,Koshada,,1,मंदाकिनी कोषदा
कोसी,Kosi,,10,आई आई डी सी कोसी कोटवन
कोसीकलां,Kosikala,,10,कोसीकलां
कॉस्तूभ,Kostubh,,1,कावेरी फिलेट्स ⁄ कॉस्तूभ
कोट,Kot,,6,आई आई डी सी कोसी कोटवन
कोटा,Kota,,7,कोटा
कोथरा,Kothara,,1,कोथरा
कोठी,Kothi,,6,कोठी
कोटला,Kotla,,1,कोटला
कोटली,Kotli,,2,कोटली बगीची
कोतवाली,Kotvali,,1,कोतवाली
कोटवन,Kotvan,,13,आई आई डी सी कोसी कोटवन
कोयल,Koyal,,1,कोयल
कोयला,Koyla,,7,कोयला अलिपुर बांगर
क्रान्ति,Kranti,,1,नगर क्रान्ति कॉलौनी
क्रषण,Krashan,,2,क्रषण एंकलैव (रेलवे लाइन के पार )
क्रष्णा,Krashna,,3,क्रष्णा कालौनी
कृपाधाम,Kripadham,,1,कृपाधाम
कृपाल,Kripal,,2,कृपाल कालौनी
कृपालपुरा,Kripalpura,,1,कृपालपुरा
कृषन,Krishan,,1,मौ0 कृषन बलराम
कृष्ण्,Krishna,y,2,श्री कृष्ण् कालोनी
कृष्णा,Krishna,,44,आनन्द कृष्णावन
कृष्‍ण,Krishna,,1,आनन्‍दकृष्‍णावन
कृष्ण,Krishna ,,13,आनन्द कृष्णावन
कृषणा,Krishna ,,2,कृषणा कालौनी
कृष्‍णा,Krishna ,,2,आनन्‍दकृष्‍णावन
कृष्णबलराम,Krishna balram,,1,कृष्णबलराम रेजीडेंसी
कृष्णबिहार,Krishna bihar,,2,कृष्णबिहार
कृष्णकुंज,krishna kunj,,2,कृष्णकुंज
कृष्णानगर,krishna nagar,,2,कृष्णानगर
कृष्णापुरम,Krishna puram,,2,कृष्णापुरम एम वी डी ए
कृष्णधाम,Krishnadham,,3,कृष्णधाम कॉलोनी
कृष्णकुन्ज,Krishnakunj,,1,कृष्णकुन्ज
कृष्णापुरी,Krishnapuri,,3,कृष्णापुरी
कृष्णावन,Krishnavan,,1,आनन्द कृष्णावन
कृपा,Krupa,,7,कृपा कुन्ज
क्षमा,Kshama,,1,क्षमा एन्कलेव
क्षेत्र,Kshetra,,26,एनएच2 से रेलवे लाइन के मध्य क्षेत्र एनएच2 छोडकर
कुआं,Kuaa,y,3,खारी कुआं
कुआ,Kuaa,y,2,ककुआ
कुआँ,Kuaa,y,1,खारी कुआँ
कुबेरपुर,Kuberpur,,1,कुबेरपुर
कूचा,Kucha,,3,कूचा साधू राम
कुडवारा,Kudvara,,1,कुडवारा
कुज,Kuj,,7,गौरी कुज
कुकण्डई,Kukandaee,y,9,कुकण्डई
कुकन्डई,Kukandai,y,1,कुकन्डई
कूकापुर,Kukapur,,1,कूकापुर
कुकावर,Kukavar,,9,कुकावर
कुकथला,Kukthala,,11,"उजरई, कुकथला"
कुकथरी,Kukthari,,1,कुकथरी
कुलदीप,Kuldeep,,3,कुलदीप टाउन
कुल्हाड़ा,Kulhada,,6,कुल्हाड़ा
कुल्हाडा,Kulhada,,1,कुल्हाडा
कुमर,Kumar,,1,नगला कुमर सुमाली
कुम्हार,Kumhar,,3,कुम्हार
कुम्हारान,Kumharan,,4,कुम्हारान
कुम्‍हारान,Kumharan,,1,कुम्‍हारान
कुमहारान,Kumharan,,1,मौ0 होली वाला कुमहारान
कुम्हारपाडा,Kumharpada,,1,कुम्हारपाडा
कुम्हेर,Kumher,,1,सौंख रोड से कुम्हेर रोड सडक पर
कुम्मपुरा,Kummpura,,3,कुम्मपुरा
कुंआ,Kunaa,y,1,कुंआ खेडा
कूंचा,Kuncha,,1,कूंचा साधूराम
कुण्ड,Kund,,7,असकुण्डा बाजार
कुन्ड,Kund,,2,माधुरी कुन्ड
कुण्डा,Kunda,,2,असकुण्डा बाजार
कुन्दनपुरी,Kundanpuri,,1,कुन्दनपुरी
कुण्डौल,Kundaul,,1,कुण्डौल
कुंज,Kunj,,99,अमरलता कुंज
कुन्ज,Kunj,,23,अभयकुन्ज
कुन्‍ज,Kunj,,2,कालिन्‍दीकुन्‍ज कालौनी
कुन्जेरा,Kunjera,,3,कुन्जेरा
कुँवर,Kunvar,,4,कुँवर खेडा
कुंवर,Kunvar,,2,कुंवर कालौनी
कुरावली,Kuravali,,3,कुरावली
कुरगवाँ,Kurgavan,y,1,कुरगवाँ खोखर
कुरकन्दा,Kurkanda,,3,कुरकन्दा
कुरकुन्दा,Kurkunda,,1,कुरकुन्दा
कुर्राचित्तरपुर,Kurrachittarpur,y,3,कुर्राचित्तरपुर
कुर्ती,Kurti,,2,लाल कुर्ती
कुशक,Kushak,,2,कुशक गली
कुशवाह,Kushvah,,2,कुशवाह कालोनी
कुशवाहा,Kushvaha,,1,रामभरोसी कुशवाहा कालोनी मण्डी के पीछे
कुसुम,Kusum,,6,कुसुम कुन्ज
कुतकपुर,Kutakpur,,6,कुतकपुर गोला
कुठावली,Kuthavali,,1,कुठावली
कुटीर,Kutir,,1,आर्शीवाद कुटीर
कुतलूपुर,Kutlupur,,5,कुतलूपुर
कुतुकपुर,Kutulpur,,3,कुतुकपुर गूजर
कुटम्ब,Kutumb,,1,कुटम्ब कालौनी
कुटुम्ब,Kutumb,,1,कुटुम्ब कालोनी
क्वारी,Kvari,,1,क्वारी
क्यारी,Kyari,,1,क्यारी
क्यौरी,Kyauri,,3,क्यौरी
एल,L,,10,इस्क ान पुलिस चौकी चौराहे से पी एल स
लां,La,y,1,आझईकलां
लच्छी,Lacchi,,2,लच्छी पुरम
लडामदा,Ladamada,,1,लडामदा
लड़ौआपुरा,Ladaoaapura,y,1,लड़ौआपुरा
लाढ,Ladh,,1,लाढपुर
लधौरा,Ladhaura,,16,अचरू लधौरा
लाढो,Ladho,,1,लाढो गली
लाढपुर,Ladhpur,,1,लाढपुर
लाडली,Ladli,,3,लाडली एन्कलेव ऊचागांव
लाडलीनगर,Ladli nagar,,1,लाडलीनगर
लाडलीकुन्ज,Ladlikunj,,1,लाडलीकुन्ज क ालौनी (सकीतरा)
लाड़पुर,Ladpur,,12,लाड़पुर
लाडपुर,Ladpur,,1,लाडपुर
लडूक,Laduk,,1,छाजू अंश लडूक ा
लडूका,Laduka,,1,छाजू अंश लडूका
लादूखेड़ा,Ladukheda,,13,"गड़सान, लादूखेड़ा"
लगंडे,Lagande,,1,लगंडे की चौकी
लहर,Lahar,,12,"दौलतपुर, लहरौली बांगर"
लहचोरा,Lahchora,,5,"तेहरा, लहचोरा"
लहरा,Lahra,,1,लहरा
लहरारी,Lahrari,,1,लहरारी
लहरौली,Lahrauli,,5,"दौलतपुर, लहरौली बांगर"
लैदरी,Laidari,,3,लैदरी
लैन,Lain,y,1,निखिल वुडलैन्ड अपार्टमेंट
लाजनी,Lajni,,1,लाजनी काम्पलैक्स
लाजपत,Lajpat,,3,लाजपत कुंज
लकावली,Lakavali,,4,लकावली
लखन,Lakhan,,2,"कैथोली, पहाड़ी कलाँ, लखनपुरा, ऊँटगिर"
लखनामई,Lakhanamai,y,1,लखनामई
लखनपुर,Lakhanpur,,1,"कैथोली, पहाड़ी कलाँ, लखनपुरा, ऊँटगिर"
लखनपुरा,Lakhanpura,,7,"कैथोली, पहाड़ी कलाँ, लखनपुरा, ऊँटगिर"
लखुरानी,Lakhurani,,3,लखुरानी
लक्षमन,Lakshman,,1,लक्षमन नगर
लक्ष्मन,Lakshman,,1,लक्ष्मन पुरी
लक्ष्मी,Lakshmi,,15,ओम लक्ष्मी गार्डन
लक्षमी,Lakshmi,,1,लक्षमी पैलेस
लक्ष्‍मी,Lakshmi,,1,लक्ष्‍मी बिहार कालौनी
लक्ष्मीनगर,Lakshmi nagar,,2,पोतरा कुण्ड चौराहे से लक्ष्मीनगर रेलवे क्रासिंग तक
लक्ष्मीपुरम,Lakshmi puram,,1,लक्ष्मीपुरम
लाल,Lal,,18,कलाल खेडिया
लालागंज,Lalaganj,,1,लालागंज
लालाजी,Lalaji,,1,लालाजी पुरम
लालाराम,Lalaram,,4,तोताराम मन्दिर के पीछे वाली गली लालाराम पेंच क ा अंश
लालऊ,Lalau,y,3,लालऊ
लालबाग,Lalbag,,1,लालबाग कॉलौनी
लालचन्द,Lalchand,,1,धाना लालचन्द
लालगढी,Lalgadhi,,1,लालगढी
लालगढ़ी,Lalgadhi,,1,लालगढ़ी
ललित,Lalit,,2,ललित नगर
ललिता,Lalita,,4,ललिता अपार्टमेंट
लल्लू,Lallu,,2,लल्लू मौहल्ला
लालपुर,Lalpur,,17,गुलालपुर खादर
लालपुरा,Lalpura,,3,लालपुरा
ललुआ,Laluaa,y,1,ललुआ
लमतौरी,Lamtauri,,1,लमतौरी
लाना,Lana,,9,कोलाना खादर
लेन,Lane,,2,अजन्ता कालेनी
लंगडे,Langade,,1,लंगडे की चौकी
लांगुरिया,Languriya,,2,लांगुरिया के मक ान से नेमी हलवाई की गली
लार्ड,Lard,,1,लार्ड कृष्ण नगर
लश्कर,Lashkar,,1,लश्करपुर
लश्करपुर,Lashkarpur,,1,लश्करपुर
लता,Lata,,1,"अछनेरा, दौलतावाद, नयावास"
लतीफ,Latif,,1,गढाया लतीफपुर खादर
लतीफपुर,Latifpur,,1,गढाया लतीफपुर खादर
लटूरी,Laturi,,2,नगला लटूरी सिह
लौधौली,Laudhauli,,6,लौधौली
लौहई,Lauhaee,y,4,"भालई, लौहई"
लौहरारी,Lauharari,,1,लौहरारी
लौहरवारी,Lauharvari,,6,लौहरवारी
लेदरी,Leathery,y,1,लेदरी
लीलाधाम,Leeladham,,1,लीलाधाम
लेक,Lek,y,1,अन्ना आइकॉन काम्प्लेक्स
लेकर,Lekar,,1,शालीमार रोड जीटीरोड शमशान घाट से लेकर नन्दगांव तिराहे तक
लेखराज,Lekhraj,,2,नगला लेखराज
लायर्स,Liers,y,3,लायर्स कालौनी
लाईट,Light,,1,वंशीडे लाईट रैजीडेन्सी
लाइन,Line,,9,एनएच2 से रेलवे लाइन के मध्य क्षेत्र एनएच2 छोडकर
लाईन,Line,,3,ढाकरान सिविल लाईन
लाइन्स,Lines,,2,सिविल लाइन्स
लिंक,Link,,3,अब्दुलनवीपुर लिंक रोड पर पुराना भटटा
लिप,Lip,,2,कोयला अलिपुर बांगर
लोधई,Lodhai,,1,लोधई
लोधी,Lodhi,,1,लोधी सिटी
लोढो,Lodho,,1,लोढो गली
लोई,Loee,y,1,लोईबाजार
लोईबाजार,Loeebajara,y,1,लोईबाजार
लोघोली,Logholi,,1,लोघोली
लोहकरेरा,Lohakrera,,9,लोहकरेरा
लोहामण्डी,Lohamandi,,2,लोहामण्डी
लोहरवारी,Loharvari,,1,लोहरवारी
लोहिया,Lohiya,,8,नगला लोहिया
लोहवन,Lohvan,,5,"कारव 3/4, रायपुर मई वांगर, लोहवन"
लोक,Lok,,10,अग्रसेन लोक
लोकेन्द्र,lokendra,,1,लोकेन्द्र पुरी
लोकमणी,Lokmani,,2,लोकमणी बिहार कालौनी
लोर्ड,Lord,,1,लोर्ड क्रष्णा सिटी
लॉरीज,Lorij,y,1,लॉरीज होटल
लोरिया,Loriya,,1,लोरिया पटटी
लोरियापट्टी,Loriyapatti,,3,लोरियापट्टी
लोटस,Lotus,,3,लोटस गार्डन कालौनी
लुधियाना,Ludhiyana,,2,लुधियाना गली
लुहार,Luhar,,2,गली लुहारन
लुहारा,Luhara,,1,गली लुहारान
लुहारन,Luharan,,1,गली लुहारन
लुहारान,Luharan,,1,गली लुहारान
लुहारगली,Luhargali,,1,लुहारगली
लुहारी,Luhari,,2,लुहारी इरादत नगर
लुहेंटा,Luhenta,,3,लुहेंटा
लवकुश,Luvkush,,2,लवकुश बिहार
म,M,,1,"अकबरा, मांगरोलगूजर"
मां,Ma,y,8,"अकबरा, मांगरोलगूजर"
माँ,Ma,,2,माँ कैल स्टेट
मछली,Machli,,5,टेंक चोराहे से रेलवे क्रॉसिंग मछली फ ाटक
मडाइरा,Madaira,y,1,मडाइरा
माडल,Madal,,1,माडल टाउन
मदन,Madan,,8,कटरा नील (ढाकरान चौराहे से नाई की तिराहे तक हल्का मदन कटरा नील बाजार)
मदनमोहन,Madan mohan,,1,मदनमोहन घेरा
मदनपुर,Madanpur,,2,मदनपुर एहत्माली
मदनपुरा,Madanpura,,3,मदनपुरा खादर
मदार,Madar,,2,कटरा मदारी खाॅ
मदरसा,Madarasa,,4,पंजा मदरसा
मदारी,Madari,,2,कटरा मदारी खाॅ
मडौई,Madauee,y,6,मडौई
मादौर,Madaur,,7,"कन्जौली घाट बांगर, मादौर, मादौर"
मडौरा,Madaura,,15,"कन्जौली घाट बांगर, कन्जौली घाट खादर, मडौरा, मडौरा"
मड़ायना,Madayana,,3,मड़ायना
मढ़ैया,Madhaiya,,1,मढ़ैया जै सिंह
माधव,Madhav,,11,माधव कुंज
मधवन,Madhavan,,1,भूतेश्र्वर बिजली घर से मधवन होटल तक
माधवधाम,Madhavdham,,1,श्री माधवधाम चै0बि0 फेस 1
माधवपुरी,Madhavpuri,,1,माधवपुरी
मढ़ेपुरा,Madhepura,,3,मढ़ेपुरा
मढेया,Madheya,,1,मढेया धांधूपुरा
माधोपुर,Madhopur,,1,माधोपुर खादर
माधरी,Madhri,,1,माधरी कुण्ड
मधू,Madhu,,3,गायत्री मधूसुदन सिटी
मधु,Madhu,,2,मधु एन्कलेव कॉलोनी
माधुरी,Madhuri,,1,माधुरी कुन्ड
मधूसूदन,Madhusudan,,1,गायत्री मधूसूदन सिटी
मधूसुदन,Madhusudan ,,1,गायत्री मधूसुदन सिटी
मधुवन,Madhuvan,,16,मधुवन इन्कलेव
मधूवन,Madhuvan,,1,मधूवन नगर
मध्य,Madhya,,3,एनएच2 से रेलवे लाइन के मध्य क्षेत्र एनएच2 छोडकर
मदिया,Madiya,,1,मदिया कटरा
मडोरा,Madora,,1,मडोरा
मदरा,Madra,,4,एत्मादपुर मदरा
मडुअका,Maduaka,y,1,मडुअका बांगर
मडुआका,Maduaka,,5,मडुआका खादर
माईथान,Maeethan,y,3,टीला माईथान
माफी,Mafi,,1,कल्यानपुर माफी
मघटई,Maghatee,y,1,मघटई
मघेरा,Maghera,,1,मघेरा
मगलम,Maglam,,2,मगलम आधार
मगौर्रा,Magorra,y,3,"गोपालपुर, मगौर्रा"
मगोर्रा,Magorra,y,1,मगोर्रा
मगूरा,Magura,,4,मगूरा
महाबली,Mahabali,,1,महाबली स्टेट
महादेव,Mahadev,,9,गोकरन नाथ महादेव
माहादेव,Mahadev ,,1,नागला माहादेव
महादेवी,Mahadevi,,2,नगला महादेवी
महदवारी,Mahadvari,,3,थाप महदवारी
महक,Mahak,,1,महक गार्डन
महल,Mahal,,6,काला महल
महदऊ,Mahamduu,y,5,"इमलावदा, महदऊ"
महनकी,Mahanki,,1,महनकी
महन्त,Mahant,,2,"कच्चा गढ महन्त कॉलोनी,हॉस्पीटल के आसपास की बस्ती"
महापुर,Mahapur,,1,महापुर
महाराजा,Maharaja,,3,महाराजा एस्टेट
महाराजपुर,Maharajpur,,3,महाराजपुर
महाराणा,Maharana,,2,महाराणा प्रताप नगर
महारानी,Maharani,,3,महारानी बाग
महर्षि,Maharshi,,1,महर्षि परशुराम नगर
महर्षिपुरम,Maharshi puram,,1,महर्षिपुरम
महासिंह,Mahasinh,y,1,नगला महासिंह
महतपुरा,Mahatpura,,1,महतपुरा
महौली,Mahauli,,2,महौली पौर
माहौर,Mahaur,,1,माहौर नगर
महाव,Mahav,,12,एल आई जी क्वार्टर महाविद्या
महावन,Mahavan,,28,"खानपुर, महावन बांगर"
महावतपुर,Mahavatpur,,1,महावतपुर
महावीर,Mahaveer,,5,महावीर नगर
महावीरपुरम,Mahaveer puram,,1,महावीरपुरम कालौनी
महाविद्‍या,Mahavidya,,2,महाविद्‍या कॉलोनी प्रथम चरण
महाविद्या,Mahavidya ,,5,एल आई जी क्वार्टर महाविद्या
महदेवा,Mahdeva,,3,"डाढ़की, महदेवा"
महेन्द्र,Mahendra,,1,महेन्द्र एन्कलेव
महेश,Mahesh,,2,महेश नगर
महगोली,Mahgoli,,1,महगोली
महिमा,Mahima,,1,महिमा अपार्टमेंट
महमदपुर,Mahmadpur,,1,महमदपुर
महोली,Maholi,,11,औधोगिक क्षेत्र साइट ए (महोली)
महरा,Mahra,,1,महरा चौधरी
महरम,Mahram,,1,महरम पुर
महराना,Mahrana,,6,महराना
महरौली,Mahrauli,,7,महरौली
महरू,Mahru,,1,नगला महरू
महषि,Mahshi,,1,महषि परशुराम नगर
महुआ,Mahuaa,y,14,"बुरहरा, महुआ खेड़ा"
महुअन,Mahuan,,4,महुअन
महुअर,Mahuar,y,6,"अभुआपुरा T.A.बाहर, गोपऊ, महुअर"
मैदान,Maidan,,3,प्रगति मैदान
मैगसन,Maigsan,,2,मैगसन क ालोनी वृन्दावन रिट्रीट
मैहर,Maihar,,1,बालूगंज ( बिजली घर चौराहे से मैहर टॉकीज तक)
में,Main,y,1,अनन्तश्री अपार्टमेंट
मे,Main,y,1,अनन्तश्री अपार्टमेंट
मैन,Main,,3,कागारौल रोड पर कागारौल मैन चौराहे से सरकारी हॉस्पीटल जल निगम तक
मैनबाजार,Main bajar,y,1,मैनबाजार
मैना,Maina,,2,"कुल्हाड़ा, निमैना"
मैनागढ,Mainagadh,,1,मैनागढ
मैंग्नोलिया,Maingnoliya,y,1,मैंग्नोलिया ग्रीन
मैनका,Mainka,,1,मैनका पैलेस
मैत्री,Maitri,,2,मैत्री बाग
मझोई,Majhoee,y,11,मझोई खादर
मक,Mak,,3,एन एच 2 इ ब्लाक चोराहे से ग्या के मकान तक
मकान,Makan,,6,एन एच 2 इ ब्लाक चोराहे से ग्या के मकान तक
माखन,Makhan,,2,कान्हा माखन वाटिका
मखदूम,Makhdoom,,1,"छिनपारई खादर, मखदूमपुर खादर"
मखदूमर,Makhdoomar,,1,मखदूमर बांगर
मखदूमपुर,Makhdoompur,,6,"छिनपारई खादर, मखदूमपुर खादर"
माकरोल,Makrol,,1,नगला माकरोल
माला,Mala,,2,फूलमाला नगर
माकरौल,Malaraul,,2,नगला माकरौल
मालौनी,Malauni,,3,मालौनी
मल्है,Malhai,,3,"अचरू लधौरा, मल्है"
मल्हू,Malhu,,1,मल्हू
माली,Mali,,3,ककरैठा अहतमाली
मलिकपुर,Malikpur,,7,"कौरई, मलिकपुर"
मलिन,Malin,,1,शाहदरा मलिन बस्ती
मालीपाडा,Malipada,,2,मालीपाडा
मालीपुरा,Malipura,,1,मालीपुरा
मालियान,Maliyan,,6,कठमालियान थोक
मलको,Malko,,2,मलको गली
माल,Mall,y,16,अजीत मार्केट इस्मालिया
मांल,Mall,y,1,टी डी आई मांल
मॉल,Mall,,3,ओझल मॉल
मोल,Mall,,1,अपर्णा मोल व्यास मार्केट
मल्लाह,Mallah,,2,मल्लाह टूला
मल्लाहपाडा,Mallahpada,,1,मल्लाहपाडा
मल्लाटूला,Mallatula,,1,मल्लाटूला अहाता किला खटीक टूला
मल्लिका,Mallika,,1,मल्लिका नर्सरी
मल्लपुरा,Mallpura,,1,मल्लपुरा
मालोनी,Maloni,,1,मुहल्ला खेडा रमेश मालोनी
मालाेनी,Maloni,,1,रमेश मालाेनी वाला मुहल्ला
मलपुरा,Malpura,,7,अभयपुरा ( श्रीराम गैस सर्विस चौराहे से मलपुरा तक)
मलसराय,Malsaray,,1,मलसराय
मलूक,Maluk,,3,सराय मलूक चन्द
मलूपुर,Malupur,,1,मलूपुर
मालवीय,Malviy,,1,मालवीय कुंज
ममता,Mamta,,1,ममता विहार
मामू,Mamu,,3,घटिया मामू भांजा
मान,Man,,4,अमानाबाद
माना,Mana,,2,अमानाबाद
मानागढी,Managadhi,,1,मानागढी
मानागढ़ी,Managadhi,,1,मानागढ़ी
मानस,Manas,,2,मानस नगर
मनौना,Manauna,,1,मनौना
मंदाकिनी,Mandakini,,2,मंदाकिनी
मण्डी,Mandi,,64,अनाज मण्डी
मण्‍डी,Mandi,,1,मण्‍डी बाजार
मंडी,Mandi ,,14,"औलेन्डा, मंडी मिर्ज़ा खां"
मन्डीसईद,Mandi saeed,,1,मन्डीसईद खां
मन्दिर,Mandir,,11,गाेपाल मन्दिर गली
मंदिर,Mandir,,6,अटल्ला चुंगी से पागल बाबा मंदिर तक
मनीना,Maneena,,2,मनीना बालू
मनीषा,Maneesha,,3,मनीषा बिहार
मंगा,Manga,,2,हाजी मंगा वाली गली
मंगदपुर,Mangadpur,,1,मंगदपुर
मंगल,Mangal,,2,"डाढ़की, मंगलपुरा बरतरा, बसई कलॉ"
मंगलम,Mangalam,,7,मंगलम निलय
मांगलिक,Mangalik,,1,मांगलिक कालोनी
मंगलखोह,Mangalkhoh,,2,मंगलखोह खादर
मंगलपुरा,Mangalpura,,8,"डाढ़की, मंगलपुरा बरतरा, बसई कलॉ"
मंगलपुराबरतरा,Mangalpura bartara,,1,मंगलपुराबरतरा
मांगरोलगूजर,Manglorgoojar,,5,"अकबरा, मांगरोलगूजर"
मंगोली,Mangoli,,8,नगला मंगोली
मांगरौल,Mangraul,,14,"खेडा साधन, मांगरौल जाट"
मांगरौली,Mangrauli,,3,मांगरौली
मनहर,Manhar,,3,मनहर गार्डन
मनी,Mani,,2,"खाजपुर, मनीगढ़ी बांगर"
मनीगढ़ी,Manigadhi,,6,"खाजपुर, मनीगढ़ी बांगर"
मनीगढी,Manigadhi,,1,मनीगढी बांगर
मनिहार,Manihar,,1,"गली मनिहार ,कटरा गली"
मनोहरपुर,Maniharpur,,14,"कारव 3/4, किशनपुर, मनोहरपुर, खानपुर"
मानिक,Manik ,,2,मानिक चौक
मानिकपुरा,Manikpura,,3,मानिकपुरा
मनीपाडा,Manipada,,1,मनीपाडा
मनीराम,Maniram,,2,नगला मनीराम
मनिया,Maniya,,3,"उजरई, मनिया"
मंजिल,Manjil,,1,मोती मंजिल
मनकैडा,Mankaida,,1,मनकैडा
मनकेंडा,Mankenda,,3,मनकेंडा
मनोहर,Manohar,,7,"कारव 3/4, किशनपुर, मनोहरपुर, खानपुर"
मनोहरधाम,Manohardham,,2,मनोहरधाम कालौनी
मनोहरलाल,Manoharlal,,1,गली मनोहरलाल
मनोहरपुरा,Manoharpura,,3,केशोपुरा मनोहरपुरा
मनोरंजन,Manoranjan,,2,मीरा मनोरंजन
मानपुर,Manpur,,1,उसमानपुर
मन्सा,Mansa,,1,मन्सा देवी
मानसरोवर,Mansarovar ,,1,मानसरोवर कॉलौनी
मंशा,Mansha,,2,मंशाटीला
मंशादेवी,Manshadevi,,1,मंशादेवी काम्पलैक्स
मन्शापुरी,Manshapuri,,1,मन्शापुरी
मंशापुरी,Manshapuri,,1,मंशापुरी
मंशाटीला,Manshateela,,1,मंशाटीला
मेनशन्स,Mansions,,1,आईकान मेनशन्स
मंसूर,Mansoor,,2,गुदडी मंसूर खां
मन्सूरपुरा,Mansurpura,,1,मन्सूरपुरा
मांट,Mant,y,13,"चांदपुर कलां, लालपुर मांट, नावली"
मण्टोला,Mantola,,3,नाला मण्टोला
मनु,Manu,,3,मनु अपार्टमेन्ट
मानविहार,Manvihar,,1,मानविहार
मार,Mar,,1,अजीत मार्केट इस्मालिया
मार्ग,Marg,,33,एनएच2 मार्ग पर
मरहला,Marhala,,2,मरहला बांगर
मरहलामुक्का,Marhala mukka,,1,मरहलामुक्का बांगर
मार्केट,Market,,14,अजीत मार्केट इस्मालिया
मर्केट,Market,,1,सजय पैलेस कपडा मर्केट
मैरिज,Marriage,,1,शिवा मैरिज होम के आस पास न्यू मित्तल कालोनी
मारू,Maru,,2,मारू गली
मारूफ,Maruf,,2,मारूफ
मारूति,Maruti,,7,मारूति एन्कलेव ⁄ एक्सटेंशन
मारुती,Maruti,,1,मारुती रेजीडेन्सी
मारूती,Maruti ,,5,मारूती धाम
मसानी,Masani,,6,झण्डा चौराहे से मसानी तक
मशरकपुर,Masharakpur,,3,बरौदा मशरकपुर
मशरक,Mashrak,,1,बरौदा मशरकपुर
मस्जिद,Masjid,,14,जामा मस्जिद
मसता,Masta,,1,मसता की बगीची
मस्ता,Masta,,1,मस्ता की बगीची
मास्टर,Master ,,2,इन्दी सिंह मास्टर की गली
मासूम,Masum,,3,महोली मे एन-एच2 से जयगुरूदेव मन्दिर के बगल से मासूम नगर पालीखेडा होकर सौख रोड तक
माता,Mata,,3,माता गली
मातेश्वरी,Mateshravari,y,1,मातेश्वरी विहार
मठ,Math,,3,कीलमठ
मथुरा,Mathura,,8,गोर्वधन चौराहे से मथुरा की तरफ रेलवे खरंजा नया जीटीरोड तक
मथुराबांगर,Mathura bangar,,1,मथुराबांगर {बाहर नगर पालिक ा}
मथुरिया,Mathuriya,,1,मथुरिया स्टेट
मटिया,Matiya ,,2,मटिया गेट
मटठामल,Matthamal,,2,टीला मटठामल
मऊ,Mau,y,2,"छीतापुरा मोतीपुरा, स्यारमऊ"
मौ,Mau,,17,"इरादतनगर, पचमौरी"
मउ,Mau,,1,मउ
मौहल्ला,Mauhalla,,69,कुम्हार मौहल्ला
मौहल्‍ला,Mauhalla,,2,गढ मौहल्‍ला
मोैहल्ला,Mauhalla,,1,मोैहल्ला मार
मौहम्मदपुर,Mauhammadpur,,1,मौहम्मदपुर
मौहरे,Mauhare,,4,नगला मौहरे
